Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Prime Ag,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties. Soils 1. Description Soil polygons identified by soil mapping unit ID. 2. Data Source U.S. Department of Agriculture, Natural Resources Conservation Service 3. Date of Mapping 1971 (Rectified to Aerial Photography in Year 2000) 4. Mapping Scale 1:15,840 (1""=1,320') 5. Mapping Sources Data captured from published Soil Survey of Milwaukee and Waukesha Counties, USDA Soil Conservation Service. Attribute data interpreted from NRCS soil attribute files. 6. Map Accuracy Unknown 7. Map Currency 1971 8. Coverage Waukesha County Building Limitations 1. Description A definition query was performed on each of the limitations using the soils database. In order to avoid duplication of features from three soil types (Pm, RkE & RlA), the erase function was used from ArcToolbox. By erasing the Depth to Bedrock from the the <1 Foot to Water Table, the result of that process erased from the <3 Feet to Water Table and finally that result erased from the Percent Slope, a heirarchy was established. In order of priority: <1 Foot to Water Table, <3 Feet to Water Table, Shallow Bedrock and Slopes >12%. Depth to Seasonal High Water Table 1. Description Soil polygons displayed, by color, according to the DEPTH_TO_WATER_TABLE value field of the soils database. Depths were combined to create a specific range. Hydric Classification 1. Description Soil polygons displayed according to the HYDRIC_CODE value field of the soils database. Hydric and Hydric Inclusions were then color coded. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Percent Slope 1. Description Soil polygons displayed, by color, according to the SLOPE_PERCENT value field of the soils database. Slope percentages were combined to create a range. Stormwater Infiltration Potential 1. Description Stormwater Infiltration Potential within Waukesha County. Land Capability Class 1. Description Soil polygons displayed according to the LAND_CAPABILITY_CLASS value field of the soils database. Capability classes were then grouped and color coded. Soils Parent Material 1. Description This layer shows generalized soil composition groups based on parent material Surface Textures 1. Description Soil polygons displayed, by color, according to the SURFACE_TEXTURE value field of the soils database. Sandy Soils = Course Sand, Fine Sand, Fine Sandy Loam, Gravelly Sand and Loamy Sand. Loamy Soils = Loam and Sandy Loam. Silty Loam Soils = Silt Loam. Clayey Soils = Clay, Silty Clay and Silty Clay Loam. Muck Soils = Muck. ",English,Waukesha County,Waukesha County Land Information Office,Geospatial data,,WaukeshaCounty|LIS|LandandWaterConservation,2015-02-18T13:36:53.000Z,,,,Waukesha County,"-88.5459,42.8430,-88.0574,43.1920",Dataset|Service,Vector,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_13,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_13.zip,https://gis2.waukcogeo.com/server/rest/services/Waukesha_County_Soils/MapServer/13,,,62760f14a252460e8aca85b7115a9c06_13,https://hub.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_13,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Parent Material,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties. Soils 1. Description Soil polygons identified by soil mapping unit ID. 2. Data Source U.S. Department of Agriculture, Natural Resources Conservation Service 3. Date of Mapping 1971 (Rectified to Aerial Photography in Year 2000) 4. Mapping Scale 1:15,840 (1""=1,320') 5. Mapping Sources Data captured from published Soil Survey of Milwaukee and Waukesha Counties, USDA Soil Conservation Service. Attribute data interpreted from NRCS soil attribute files. 6. Map Accuracy Unknown 7. Map Currency 1971 8. Coverage Waukesha County Building Limitations 1. Description A definition query was performed on each of the limitations using the soils database. In order to avoid duplication of features from three soil types (Pm, RkE & RlA), the erase function was used from ArcToolbox. By erasing the Depth to Bedrock from the the <1 Foot to Water Table, the result of that process erased from the <3 Feet to Water Table and finally that result erased from the Percent Slope, a heirarchy was established. In order of priority: <1 Foot to Water Table, <3 Feet to Water Table, Shallow Bedrock and Slopes >12%. Depth to Seasonal High Water Table 1. Description Soil polygons displayed, by color, according to the DEPTH_TO_WATER_TABLE value field of the soils database. Depths were combined to create a specific range. Hydric Classification 1. Description Soil polygons displayed according to the HYDRIC_CODE value field of the soils database. Hydric and Hydric Inclusions were then color coded. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Percent Slope 1. Description Soil polygons displayed, by color, according to the SLOPE_PERCENT value field of the soils database. Slope percentages were combined to create a range. Stormwater Infiltration Potential 1. Description Stormwater Infiltration Potential within Waukesha County. Land Capability Class 1. Description Soil polygons displayed according to the LAND_CAPABILITY_CLASS value field of the soils database. Capability classes were then grouped and color coded. Soils Parent Material 1. Description This layer shows generalized soil composition groups based on parent material Surface Textures 1. Description Soil polygons displayed, by color, according to the SURFACE_TEXTURE value field of the soils database. Sandy Soils = Course Sand, Fine Sand, Fine Sandy Loam, Gravelly Sand and Loamy Sand. Loamy Soils = Loam and Sandy Loam. Silty Loam Soils = Silt Loam. Clayey Soils = Clay, Silty Clay and Silty Clay Loam. Muck Soils = Muck. ",English,Waukesha County,Waukesha County Land Information Office,Geospatial data,,WaukeshaCounty|LIS|LandandWaterConservation,2015-02-18T13:36:53.000Z,,,,Waukesha County,"-88.5459,42.8430,-88.0574,43.1920",Dataset|Service,Vector,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_14,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_14.zip,https://gis2.waukcogeo.com/server/rest/services/Waukesha_County_Soils/MapServer/14,,,62760f14a252460e8aca85b7115a9c06_14,https://hub.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_14,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Parent Material (Township),"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties. Soils 1. Description Soil polygons identified by soil mapping unit ID. 2. Data Source U.S. Department of Agriculture, Natural Resources Conservation Service 3. Date of Mapping 1971 (Rectified to Aerial Photography in Year 2000) 4. Mapping Scale 1:15,840 (1""=1,320') 5. Mapping Sources Data captured from published Soil Survey of Milwaukee and Waukesha Counties, USDA Soil Conservation Service. Attribute data interpreted from NRCS soil attribute files. 6. Map Accuracy Unknown 7. Map Currency 1971 8. Coverage Waukesha County Building Limitations 1. Description A definition query was performed on each of the limitations using the soils database. In order to avoid duplication of features from three soil types (Pm, RkE & RlA), the erase function was used from ArcToolbox. By erasing the Depth to Bedrock from the the <1 Foot to Water Table, the result of that process erased from the <3 Feet to Water Table and finally that result erased from the Percent Slope, a heirarchy was established. In order of priority: <1 Foot to Water Table, <3 Feet to Water Table, Shallow Bedrock and Slopes >12%. Depth to Seasonal High Water Table 1. Description Soil polygons displayed, by color, according to the DEPTH_TO_WATER_TABLE value field of the soils database. Depths were combined to create a specific range. Hydric Classification 1. Description Soil polygons displayed according to the HYDRIC_CODE value field of the soils database. Hydric and Hydric Inclusions were then color coded. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Hydrologic Soil Group (Native Condition) 1. Description Soil polygons displayed according to the HYDRIC_SOIL_GROUP value field of the soils database. The different soil groups were then color coded. Dual Hydrologic Groups (A/D, B/D & C/D) represent drained and undrained conditions. D was designated for these groups to represent the native condition of the soil. Percent Slope 1. Description Soil polygons displayed, by color, according to the SLOPE_PERCENT value field of the soils database. Slope percentages were combined to create a range. Stormwater Infiltration Potential 1. Description Stormwater Infiltration Potential within Waukesha County. Land Capability Class 1. Description Soil polygons displayed according to the LAND_CAPABILITY_CLASS value field of the soils database. Capability classes were then grouped and color coded. Soils Parent Material 1. Description This layer shows generalized soil composition groups based on parent material Surface Textures 1. Description Soil polygons displayed, by color, according to the SURFACE_TEXTURE value field of the soils database. Sandy Soils = Course Sand, Fine Sand, Fine Sandy Loam, Gravelly Sand and Loamy Sand. Loamy Soils = Loam and Sandy Loam. Silty Loam Soils = Silt Loam. Clayey Soils = Clay, Silty Clay and Silty Clay Loam. Muck Soils = Muck. ",English,Waukesha County,Waukesha County Land Information Office,Geospatial data,,WaukeshaCounty|LIS|LandandWaterConservation,2015-02-18T13:36:53.000Z,,,,Waukesha County,"-88.5459,42.8430,-88.0574,43.1920",Dataset|Service,Vector,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_15,https://data-waukeshacounty.opendata.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_15.zip,https://gis2.waukcogeo.com/server/rest/services/Waukesha_County_Soils/MapServer/15,,,62760f14a252460e8aca85b7115a9c06_15,https://hub.arcgis.com/datasets/62760f14a252460e8aca85b7115a9c06_15,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Trail Markers,"The Waukesha County Park and Open Space Plan was adopted by the County Board on March 27, 2018 and is intended to act as a guide for the acquisition, preservation, development and management of park, recreation and open space lands in the County. For the full plan text, see https://www.waukeshacounty.gov/globalassets/parks--land-use/park-system/park-and-open-space-plan/2018-final-pos-plan-update-final.pdf for more information. ",English,Waukesha County,Waukesha County Land Information Office,Geospatial data,,WaukeshaCounty|LIS|PLU|OpenSpace|Parks|Trails|Recreation,2020-02-27T14:07:10.000Z,,,,Waukesha County,"-88.6718,42.7843,-87.9396,43.3128",Dataset|Service,Vector,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/datasets/6ce1d5d1432649449df8bfb31546f3ab_6,https://data-waukeshacounty.opendata.arcgis.com/datasets/6ce1d5d1432649449df8bfb31546f3ab_6.zip,https://gis2.waukcogeo.com/server/rest/services/ParkAndOpenSpacePlan/MapServer/6,,,6ce1d5d1432649449df8bfb31546f3ab_6,https://hub.arcgis.com/datasets/6ce1d5d1432649449df8bfb31546f3ab_6,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Note Point,Zoning Codes as adopted and defined by County Zoning Authority,English,Waukesha County,Waukesha County Land Information Office,Geospatial data,,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning,2016-12-08T17:12:07.000Z,,,,Waukesha County,"-88.5469,42.8449,-88.1205,43.1931",Dataset|Service,Vector,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/datasets/400247cb6d66493aa38f27e81a20afbc_31,https://data-waukeshacounty.opendata.arcgis.com/datasets/400247cb6d66493aa38f27e81a20afbc_31.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningCountyShoreland/MapServer/31,,,400247cb6d66493aa38f27e81a20afbc_31,https://hub.arcgis.com/datasets/400247cb6d66493aa38f27e81a20afbc_31,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Tax Parcels,"Tax parcel map of Waupaca County, Wisconsin. The layer was derived from a variety of source maps including: mylar county parcel maps, plats of surveys, deed descriptions, subdivision maps, certified survey maps, highway right-of-way plats, and township highway right-of-way maps. These source materials were of several different scales and were from dates ranging from the early 1850's to the present. This map provides a useful representation of the geometry and topology of tax parcels and is suitable for its intended purpose. It is not, however, meant to be used for the determination of land ownership or to be in any way a substitute for the land ownership and interest descriptions contained in individual deeds. The tax parcel layer is available in a county-wide or individual layer for each township, city, or village.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Parcels|LandRecords|OpenData|Cadastral,2014-12-16T21:15:51.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/f961d393464b48e6bf0295451910e248_7,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/f961d393464b48e6bf0295451910e248_7.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/7,,,f961d393464b48e6bf0295451910e248_7,https://hub.arcgis.com/datasets/f961d393464b48e6bf0295451910e248_7,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Addresses,"A point data-set that represents a comprehensive, spatially referenced collection of site addresses as recognized by Waupaca County. This layer represents the location/address of primary structures (generally residential housing) throughout the County.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Transportation,2015-05-26T20:17:38.000Z,,,,Waupaca County,"-89.2241,44.2421,-88.6057,44.6815",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/84d7be9e9b6b49b095975a0ad51b5d21_24,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/84d7be9e9b6b49b095975a0ad51b5d21_24.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/24,,,84d7be9e9b6b49b095975a0ad51b5d21_24,https://hub.arcgis.com/datasets/84d7be9e9b6b49b095975a0ad51b5d21_24,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Driveways,"A line data-set that represents a comprehensive, spatially referenced collection of driveway locations that service the addressed locations as recognized by the Waupaca County Land Information Office.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Transportation,2015-05-26T20:35:34.000Z,,,,Waupaca County,"-89.2241,44.2419,-88.6050,44.6823",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/75bf175f36dd46f78587557709f211c9_25,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/75bf175f36dd46f78587557709f211c9_25.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/25,,,75bf175f36dd46f78587557709f211c9_25,https://hub.arcgis.com/datasets/75bf175f36dd46f78587557709f211c9_25,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Aquatic Invasive Areas,Polygon area locations where aquatic invasive plant species have been identified.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Environment,2015-05-26T19:57:58.000Z,,,,Waupaca County,"-89.1844,44.3157,-88.8997,44.6545",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/5908845eeb9c40998f8c3d324f2e46a7_13,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/5908845eeb9c40998f8c3d324f2e46a7_13.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/13,,,5908845eeb9c40998f8c3d324f2e46a7_13,https://hub.arcgis.com/datasets/5908845eeb9c40998f8c3d324f2e46a7_13,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Clinics and Hospitals,A point data-set that represents the locations of clinics and hospitals throughout Waupaca County.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Health|Clinic|Hospital|Medical|MedicalFacility|OpenData|WaupacaCounty|Wisconsin|EmergencyMedicalFacility,2016-01-21T18:23:30.000Z,,,,Waupaca County,"-89.2283,44.2429,-88.6122,44.6794",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/57a62ceb692a4887a36693c6db9e398c_32,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/57a62ceb692a4887a36693c6db9e398c_32.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/32,,,57a62ceb692a4887a36693c6db9e398c_32,https://hub.arcgis.com/datasets/57a62ceb692a4887a36693c6db9e398c_32,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public Land Survey System (PLSS) Index,"Public Land Survey System Network for Waupaca County, WI. The layer was derived from a variety of source maps including PLSS corner tie sheets, section summaries and other survey maps filed in the County Surveyor's office. Quarter and Quarter-Quarter divisions were established by existing survey when applicable. In the absence of survey data straight line intersects between quarter corners was used to establish quarter and quarter-quarter lines. The index layer is available in a county-wide or individual layer for each township, city, or village.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Cadastral,2015-05-26T19:38:39.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/94d84b1be9e646e0bc958f2c0f7e45ca_8,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/94d84b1be9e646e0bc958f2c0f7e45ca_8.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/8,,,94d84b1be9e646e0bc958f2c0f7e45ca_8,https://hub.arcgis.com/datasets/94d84b1be9e646e0bc958f2c0f7e45ca_8,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Schools (Public),A point data-set that represents the locations of public school facilities throughout Waupaca County.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Schools|Education|OpenData|WaupacaCounty|Wisconsin|HighSchool|MiddleSchool|ElementarySchool|DistrictOffices|PublicSchools,2016-01-21T18:03:19.000Z,,,,Waupaca County,"-89.2283,44.2429,-88.6122,44.6794",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/fbaedb42f0144da79bb8be1ac8545628_30,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/fbaedb42f0144da79bb8be1ac8545628_30.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/30,,,fbaedb42f0144da79bb8be1ac8545628_30,https://hub.arcgis.com/datasets/fbaedb42f0144da79bb8be1ac8545628_30,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Conservation Easements,"Dataset represents various permanent conservation easements throughout the county. These easements include perpetual NRCS Conservation Reserve Easement Program (CREP) areas, Waupaca County donated conservation easements and private Land Trust easements.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Conservation|OpenData,2015-03-06T21:54:21.000Z,,,,Waupaca County,"-89.2239,44.2425,-88.6899,44.6691",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/39b088b867434fe9a3d0abec01338e14_10,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/39b088b867434fe9a3d0abec01338e14_10.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/10,,,39b088b867434fe9a3d0abec01338e14_10,https://hub.arcgis.com/datasets/39b088b867434fe9a3d0abec01338e14_10,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Aquatic Invasives,Point locations where aquatic invasive plant species have been identified.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Environment,2015-05-26T19:43:32.000Z,,,,Waupaca County,"-89.2110,44.2696,-88.7842,44.6548",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/eb9aa03721724537b3d893acbdae7bcd_12,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/eb9aa03721724537b3d893acbdae7bcd_12.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/12,,,eb9aa03721724537b3d893acbdae7bcd_12,https://hub.arcgis.com/datasets/eb9aa03721724537b3d893acbdae7bcd_12,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Existing Land Use,A polygon data-set for the County of Waupaca's land use plus all of New London and Marion. It was an updated in 2010 using county aerial imagery.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|LandRegulation,2015-05-26T20:09:45.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/49e3597fe75545e19a499653b9fd6826_18,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/49e3597fe75545e19a499653b9fd6826_18.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/18,,,49e3597fe75545e19a499653b9fd6826_18,https://hub.arcgis.com/datasets/49e3597fe75545e19a499653b9fd6826_18,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Water Areas,"The hydrography coverage was created to represent rivers, water bodies and other hydrographic phenomena in Waupaca County. Hydrologic features were derived from the May 1994 flight with a flight height of 10,000 feet.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Environment,2015-05-26T19:59:45.000Z,,,,Waupaca County,"-89.2239,44.2419,-88.6052,44.6808",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/51637e72087f46fd9ed28b57457d0d48_15,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/51637e72087f46fd9ed28b57457d0d48_15.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/15,,,51637e72087f46fd9ed28b57457d0d48_15,https://hub.arcgis.com/datasets/51637e72087f46fd9ed28b57457d0d48_15,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,School Districts,"A polygon data-set that represents the jurisdictional boundaries of public school districts throughout Waupaca County, Wisconsin.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,OpenData|Boundaries,2015-05-26T19:28:38.000Z,,,,Waupaca County,"-89.2248,44.2419,-88.6050,44.6819",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/a6fa211707b748a4916bddb82cfb37f9_4,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/a6fa211707b748a4916bddb82cfb37f9_4.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/4,,,a6fa211707b748a4916bddb82cfb37f9_4,https://hub.arcgis.com/datasets/a6fa211707b748a4916bddb82cfb37f9_4,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Specialized Health Care Facilities,A point data-set that represents the locations of specialized health care facilities throughout Waupaca County.,English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Health|HealthCare|SpecialtyClinic|OpenData|HealthCareFacility|WaupacaCounty|Wisconsin|WI,2016-01-21T18:27:24.000Z,,,,Waupaca County,"-89.2283,44.2429,-88.6122,44.6794",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/0414d0036c1149cca9849a22fa3ec8ef_33,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/0414d0036c1149cca9849a22fa3ec8ef_33.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/33,,,0414d0036c1149cca9849a22fa3ec8ef_33,https://hub.arcgis.com/datasets/0414d0036c1149cca9849a22fa3ec8ef_33,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Park Locations,"A point data-set that represents discrete location of all parks within Waupaca County, Wisconsin. This includes State Parks, County Parks, Town Parks, and City/Village Parks.",English,Waupaca County Land Information,Waupaca County Land Information,Geospatial data,,Recreation|Parks|OpenData,2015-03-06T21:55:29.000Z,,,,Waupaca County,"-89.2283,44.2429,-88.6122,44.6794",Dataset|Service,Vector,Shapefile,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/8074679345124d36984045ea6989b10c_21,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/datasets/8074679345124d36984045ea6989b10c_21.zip,https://public1.co.waupaca.wi.us/arcgis/rest/services/Public/OpenData/MapServer/21,,,8074679345124d36984045ea6989b10c_21,https://hub.arcgis.com/datasets/8074679345124d36984045ea6989b10c_21,University of Wisconsin-Madison,10b-55135,10b-55135,Active,ArcGIS Hub,,Public,,FALSE,FALSE
