layer_slug_s,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,dct_references_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,b1g_centroid_ss,Place Names entered manually,Bounding Box,Place Name
4a1321bb7b6f403da0c244402bcb0c0a_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Trails|Greater Philadelphia|Transportation|Circuit|Bicycle|Pedestrian|DVRPC,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"The Circuit is Greater Philadelphia s multi use trail network connecting people to jobs, communities, parks, and waterways. Governments, non-profits, and foundations have collaborated to complete over 300 miles of the envisioned 750-mile regional network. More miles are added to the network each year. Learn more at CircuitTrails.org and connect with The Circuit Trails on Facebook , Twitter  and Instagram  to find out what is happening #onthecircuit.Existing -- These trails are open for use so get out there and explore them!In Progress -- These trails are currently being designed or built.Pipeline -- DVRPC, local governments, and non-profit organizations are actively working to move these trails forward by conducting studies, acquiring rights-of-way, engaging local communities, and laying the groundwork to obtain funding for future design and construction.Planned -- These trails are documented in local, county or regional plans. They represent excellent opportunities for regional-scale, multi-use trails. Studies or plans may have been prepared for these trails, but a sponsor is not actively working to move them forward.To be used at the regional-level only.",https://hub.arcgis.com/datasets/4a1321bb7b6f403da0c244402bcb0c0a_0,,2020,[2020 TO 2020],2020,Public,DVRPC Circuit Trails,English,"Circuit Trails, Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/4a1321bb7b6f403da0c244402bcb0c0a_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/4a1321bb7b6f403da0c244402bcb0c0a_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/CircuitTrails/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.11,-75.23","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.99,39.61,-74.47,40.61","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
0add209171f64b9db71dc2b16677b728_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Rail|SEPTA|Commuter|Transportation|NJ Transit|PATCO|Passenger Rail,Vector,University of Maryland,ArcGIS Hub,,5/21/2020,Passenger rail in the DVRPC Region,https://hub.arcgis.com/datasets/0add209171f64b9db71dc2b16677b728_0,,2020,[2020 TO 2020],2020,Public,DVRPC Passenger Rail,English,Passenger Rail: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/0add209171f64b9db71dc2b16677b728_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/0add209171f64b9db71dc2b16677b728_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/PassengerRail/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.995,-75.3","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.99,39.65,-74.61,40.34","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
58883fc316ff49f58f31909ddd1a91ef_0,04f-01,04f-01,Active,False,Planning and Cadastral,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Planning Centers,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"PLANNING CENTERSConnections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017The Connections 2045 Long-Range Plan identifies four types of Centers: Suburban Centers, Town Centers, Rural Centers, and Planned Centers. The characteristics of each type are as follows:SUBURBAN CENTERSAre regionally significant; While not necessarily single municipalities, are perceived as single  places;  Are suburban in character; Are less dense than town centers; Lack the integrated mix of uses found in town centers;Are defined primarily by a concentration and variety of office, retail, professional, and light industrial uses, and generally have more jobs than residents; and are generally auto dependent rather than transit oriented or pedestrian scale.TOWN CENTERSHave a mixture of high-density residential and commercial land use; Have an integrated mix of land uses;Have a unique history, character, and sense of place; Are of relatively higher density than their surrounding land uses;Have a distinct downtown/main street area surrounded by relatively dense residential development;Are pedestrian friendly and often transit oriented; and Are surrounded by suburban land uses.RURAL CENTERS Have a minimum density of six people and three employees per developed acre; Have an integrated mix of land uses; Have a unique history, character, and sense of place; Are of relatively higher density than the surrounding area;Have a distinct downtown/main street (though smaller than a town center); and Are surrounded by rural and agricultural land uses. PLANNED CENTERSAre planned town-center-type developments on greenfields in Growing Suburbs or Rural Areas or through redevelopment on greyfields and/or brownfields in Developed Communities; and Have plans that call for village-type development, incorporating mixed, integrated land uses, relatively high densities, and pedestrian connections.",https://hub.arcgis.com/datasets/58883fc316ff49f58f31909ddd1a91ef_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Planning Centers,English,"Planning Centers, Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/58883fc316ff49f58f31909ddd1a91ef_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/58883fc316ff49f58f31909ddd1a91ef_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_PlanningCenters/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.06,-75.255","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76,39.67,-74.51,40.45","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
45e0360128aa40448303c6458ca1a075_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Parking|Parking Lot|Park & Ride|Station|Transit|dvrpc|philadelphia|SEPTA|NJTRANSIT|PATCO,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"This layer represents footprints of transit parking facilities in the DVRPC region. Additionally, parking facilities at stations on SEPTA's Wilmington/Newark Line in New Castle County, Delaware (and several park & ride lots in that county) are included. The features in this layer were generated by digitizing all discernable parking areas that are associated with transit facilities using the best available aerial imagery.Included in this layer s attribute table is a field that contains a link to the facilities  webpage (if available). These pages are maintained by the transit provider who operates the facility.Please note, although efforts were made to ensure its completeness and accuracy, this layer is not a definitive inventory of the region's transit parking facilities and should not be considered as such.",https://hub.arcgis.com/datasets/45e0360128aa40448303c6458ca1a075_0,,2020,[2020 TO 2020],2020,Public,DVRPC Transit Parking Facilities,English,Transit Parking Facilities: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/45e0360128aa40448303c6458ca1a075_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/45e0360128aa40448303c6458ca1a075_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/TransitParkingFacilities/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.05,-75.255","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.02,39.67,-74.49,40.43","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
198c4d4e34e848b0b814e6e505f8ca9c_0,04f-01,04f-01,Active,False,Location,6/11/2020,Shapefile,Transportation|Park and Ride|Transit|dvrpc|philadelphia,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,Working park and ride lots in the DVRPC region,https://hub.arcgis.com/datasets/198c4d4e34e848b0b814e6e505f8ca9c_0,,2020,[2020 TO 2020],2020,Public,DVRPC Park and Ride Lots,English,Park and Ride Lots: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/198c4d4e34e848b0b814e6e505f8ca9c_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/198c4d4e34e848b0b814e6e505f8ca9c_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/Park_Ride_Lots/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.07,-75.255","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.02,39.71,-74.49,40.43","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
342c5e810b114d41ace07419a535a897_0,04f-01,04f-01,Active,False,Transportation,3/6/2020,Shapefile,Transportation Improvement Program|TIP|DVRPC|Pennsylvania,Vector,University of Maryland,ArcGIS Hub,,2/20/2020,"The Transportation Improvement Program (TIP) is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects. The DVRPC FY2019 TIP for PA (FY2019-2022) was adopted by the DVRPC Board on June 28, 2018, and is in effect from October 1, 2018 to September 30, 2020. This important document catalogs the latest program of transportation projects for the Pennsylvania counties in the bi-state region. Please note that not all TIP projects are able to be mapped.",https://hub.arcgis.com/datasets/342c5e810b114d41ace07419a535a897_0,,2019,[2019 TO 2022],2019,Public,DVRPC Pennsylvania Transportation Improvement Program FY2019 - 2022 (point),English,"DVRPC Pennsylvania Transportation Improvement Program: Delaware Valley Regional Planning Commission, 2019-2022","{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/342c5e810b114d41ace07419a535a897_0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/342c5e810b114d41ace07419a535a897_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/PATIP_FY2019_2022_Point/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.13,-75.4","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.02,39.74,-74.78,40.52","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
70a6a199f50a4fc49eb1bcd14a3c0f97_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Transportation Improvement Program|TIP|DVRPC|Pennsylvania,Vector,University of Maryland,ArcGIS Hub,,5/22/2020,"The Transportation Improvement Program (TIP) is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects. The DVRPC FY2019 TIP for PA (FY2019-2022) was adopted by the DVRPC Board on June 28, 2018, and is in effect from October 1, 2018 to September 30, 2020. This important document catalogs the latest program of transportation projects for the Pennsylvania counties in the bi-state region.Please note that not all TIP projects are able to be mapped.",https://hub.arcgis.com/datasets/70a6a199f50a4fc49eb1bcd14a3c0f97_0,,2018-2020,[2018 TO 2020],2018,Public,DVRPC Pennsylvania Transportation Improvement Program (TIP) 2019-2022 (point),English,"Transportation Improvement Program (TIP) (point): Pennsylvania, 2019-2022","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/70a6a199f50a4fc49eb1bcd14a3c0f97_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/70a6a199f50a4fc49eb1bcd14a3c0f97_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/PATIP_FY2019_2022_Point/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.13,-75.4","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.02,39.74,-74.78,40.52","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
5c145200df904942a861f9c136741bd7_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,intermodal|rail|terminals|freight|dvrpc,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"Intermodal rail terminals provide key connections between the nation freight rail network and local shippers and receivers. The DVRPC intermodal rail terminals data set represents four types of intermodal terminals: trans-flow, transload, auto-intermodal and intermodal container.",https://hub.arcgis.com/datasets/5c145200df904942a861f9c136741bd7_0,,2020,[2020 TO 2020],2020,Public,DVRPC Intermodal Rail Terminals,English,Intermodal Rail Terminals: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/5c145200df904942a861f9c136741bd7_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/5c145200df904942a861f9c136741bd7_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/intermodal/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.995,-75.39","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.02,39.75,-74.76,40.24","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
84b1e273abc94796be75e388e08636ac_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,DVRPC|LTS|Bicycle,Vector,University of Maryland,ArcGIS Hub,,6/13/2019,"Highlights the LTS 3 road segments that would enable the most connections (top 50 % from each county) between census blocks if improvements were made to reduce the stress level to LTS 1 or 2. In some cases, only one direction of a certain road segment made it into the top 50%. Road segments are shown as divided to allow users to see which side of the road made it into the top 50%.Attributes show existing roadway conditions. The Percent field shows where the segment ranks in the county. The percentages are based on the number of connections between census blocks that would be enabled if LTS was reduced to 1 or 2 along these segments. If the segment has the potential to connect low-stress islands, the number of islands and specific islands numbers are identified.",https://hub.arcgis.com/datasets/84b1e273abc94796be75e388e08636ac_0,,2019,[2019 TO 2019],2019,Public,DVRPC Level of Traffic Stress - Regional Connectivity Priorities,English,Level of Traffic Stress - Regional Connectivity Priorities: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/84b1e273abc94796be75e388e08636ac_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/AppData/BSTRESSv2_RegConnectivityPriorities/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/84b1e273abc94796be75e388e08636ac_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.04,-75.21","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.03,39.52,-74.39,40.56",Pennsylvania|Delaware|New Jersey|Maryland
fd5dbce74bec468ea4fed5b497975e60_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,freight|rail|dvrpc|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,The DVRPC Freight Rail Line data layer was developed to identify key ownership and operation details for freight rail lines in the Delaware Valley. This data set was developed internally using various rail mapping and track chart sources. The polyline network represents rights-of-way rather than track and is segmented based on subdivision or track name as well as key profile details. The line set has been developed with input from various Class I and short-line railroads in the region.,https://hub.arcgis.com/datasets/fd5dbce74bec468ea4fed5b497975e60_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight Rail,English,Freight Rail: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/fd5dbce74bec468ea4fed5b497975e60_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/fd5dbce74bec468ea4fed5b497975e60_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/freight_rail/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.995,-75.32","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.03,39.54,-74.61,40.45",Maryland|Delaware|New Jersey|Pennsylvania
cda7b40b831447d29bad84ec4ea703d8_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,highways|dvrpc|freight,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"The DVRPC Freight Highways data layer was based on DVRPC's major routes dataset representing major highways in the region. The dataset uses the centerlines of undivided highway segments and ramps to depict each of the major freight serving highways as identified by DVRPC staff. The highways are limited to regional serving routes including interstates and limited-access highways. This dataset is mapped by route name number and is segmented at key interchanges and by several characteristics: road profile, V/C ratio and performance indicators.",https://hub.arcgis.com/datasets/cda7b40b831447d29bad84ec4ea703d8_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight Highway Network,English,Freight Highway Network: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/cda7b40b831447d29bad84ec4ea703d8_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/cda7b40b831447d29bad84ec4ea703d8_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/highways/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.015,-75.205","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.03,39.57,-74.38,40.46","Camden County, New Jersey|Mercer County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
170708e46aae4b3fbb9d1d5876609fcc_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Major Regional Transportation Projects,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"MAJOR REGIONAL TRANSPORTATION PROJECTS (LINES)Connections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017Major Regional Projects are large-scale projects that will have a significant impact on regional travel. Almost all system expansion projects are Major Regional Projects, as are reconstruction projects on the region s freeways. Major Operational Improvement initiatives, such as SEPTA s fare modernization project, are also listed in the Plan. For the sake of brevity, smaller-scale projects that were identified in the needs assessment are not listed in the Plan document. Instead, the various funding categories in the Plan serve as placeholders for their funding, and they may be explicitly listed in future iterations of the TIP.",https://hub.arcgis.com/datasets/170708e46aae4b3fbb9d1d5876609fcc_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Major Regional Transportation Projects (lines),English,"Major Regional Transportation Projects (lines), Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/170708e46aae4b3fbb9d1d5876609fcc_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/170708e46aae4b3fbb9d1d5876609fcc_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_MajorRegProj_Lines/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.035,-75.315","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.03,39.63,-74.6,40.44","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
3457717ab68d4af6a237ebe87a29f094_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Transportation Improvement Program|TIP|DVRPC|Pennsylvania,Vector,University of Maryland,ArcGIS Hub,,5/22/2020,"The Transportation Improvement Program (TIP) is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects. The DVRPC FY2019 TIP for PA (FY2019-2022) was adopted by the DVRPC Board on June 28, 2018, and is in effect from October 1, 2018 to September 30, 2020. This important document catalogs the latest program of transportation projects for the Pennsylvania counties in the bi-state region.Please note that not all TIP projects are able to be mapped.",https://hub.arcgis.com/datasets/3457717ab68d4af6a237ebe87a29f094_0,,2018-2020,[2018 TO 2020],2018,Public,DVRPC Pennsylvania Transportation Improvement Program (TIP) 2019-2022 (line),English,"Transportation Improvement Program (TIP) (line): Pennsylvania, 2019-2022","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3457717ab68d4af6a237ebe87a29f094_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3457717ab68d4af6a237ebe87a29f094_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/PATIP_FY2019_2022_Line/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.08,-75.4","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.03,39.72,-74.77,40.44","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
3e1cc2653d8942e88007e0d814775276_0,04f-01,04f-01,Active,False,Boundaries,6/11/2020,Shapefile,pipelines|freight|dvrpc|npms|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"The pipelines shapefile was digitized from Ai graphic files, where individual lines were traced from PDFs of individual county maps provided by the National Pipeline Mapping System(NPMS). Due to the sensitive nature of this data, the maps that were made available through NPMS are not precisely accurate and are intended for use at a county or regional scale.",https://hub.arcgis.com/datasets/3e1cc2653d8942e88007e0d814775276_0,,2020,[2020 TO 2020],2020,Public,DVRPC Pipeline Data,English,Pipeline Data: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3e1cc2653d8942e88007e0d814775276_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3e1cc2653d8942e88007e0d814775276_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/pipelines/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.04,-75.27","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.04,39.52,-74.5,40.56",Pennsylvania|Delaware|New Jersey|Maryland
c2b4df81a13a4ab88c2cdb1f99cd9078_0,04f-01,04f-01,Active,False,Planning and Cadastral,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Land Use Vision,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"LAND USE VISIONConnections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017The Connections 2045 Land Use Vision defines a regional visualization for Centers-based development and the preservation of agricultural and natural lands. The Land Use Vision divides the entire region up into four layers: Infill and Redevelopment areas, Emerging Growth areas, Rural Resource Lands, and the Greenspace Network. Overlaid on these land use areas are over 125 Centers, which are points of more concentrated development around which new development should be focused.**PLEASE NOTE: GEOGRAPHY IS FOR ILLUSTRATIVE PURPOSES ONLY AND IS DESIGNED TO BE USED AT THE DVRPC REGIONAL SCALE ONLY**",https://hub.arcgis.com/datasets/c2b4df81a13a4ab88c2cdb1f99cd9078_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Land Use Vision,English,"Land Use Vision, Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c2b4df81a13a4ab88c2cdb1f99cd9078_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c2b4df81a13a4ab88c2cdb1f99cd9078_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_LandUseVision/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.06,-75.24","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.08,39.51,-74.4,40.61",Pennsylvania|Delaware|New Jersey|Maryland
dce5a541776749e497eddc51f8322801_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,DVRPC|LTS|Bicycle,Vector,University of Maryland,ArcGIS Hub,,6/13/2019,"Shows the results of the connectivity analysis, upon which the Regional Connectivity Priorities are based. The roads shown include LTS 1, 2 and 3 segments. The thicker the purple line, the more connections are made between census blocks using that road segment.",https://hub.arcgis.com/datasets/dce5a541776749e497eddc51f8322801_0,,2019,[2019 TO 2019],2019,Public,DVRPC Level of Traffic Stress - Regional Connectitvity Analysis Results,English,Level of Traffic Stress - Regional Connectitvity Analysis Results: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/dce5a541776749e497eddc51f8322801_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/AppData/BSTRESSv2_RegConnectitvityResults/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/dce5a541776749e497eddc51f8322801_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.065,-75.24","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.1,39.52,-74.38,40.61",Pennsylvania|Delaware|New Jersey|Maryland
